locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_01400	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
DFNAAEMK_01401	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
DFNAAEMK_01402	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
DFNAAEMK_01403	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
DFNAAEMK_01404	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
DFNAAEMK_01405	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
DFNAAEMK_01406	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
DFNAAEMK_01407	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
DFNAAEMK_01408	CDS	594				hypothetical protein
DFNAAEMK_01409	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DFNAAEMK_01410	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
DFNAAEMK_01411	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
DFNAAEMK_01412	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
DFNAAEMK_01413	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
DFNAAEMK_01414	CDS	2448	malP_3	2.4.1.1	COG0058	Maltodextrin phosphorylase
DFNAAEMK_01415	CDS	282				hypothetical protein
DFNAAEMK_01416	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
DFNAAEMK_01417	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
DFNAAEMK_01418	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
DFNAAEMK_01419	CDS	759	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
DFNAAEMK_01420	CDS	1599	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
DFNAAEMK_01421	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
DFNAAEMK_01422	CDS	1509	ydgA_1		COG5339	Protein YdgA
DFNAAEMK_01423	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
DFNAAEMK_01424	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
DFNAAEMK_01425	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DFNAAEMK_01426	CDS	930	tus			DNA replication terminus site-binding protein
DFNAAEMK_01427	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
DFNAAEMK_01428	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
DFNAAEMK_01429	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
DFNAAEMK_01430	CDS	723	folM	1.5.1.-	COG1028	Dihydromonapterin reductase
DFNAAEMK_01431	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
DFNAAEMK_01432	CDS	945	ydgH			Protein YdgH
DFNAAEMK_01433	CDS	1533	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
DFNAAEMK_01434	CDS	1389	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
DFNAAEMK_01435	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
DFNAAEMK_01436	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
DFNAAEMK_01437	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
DFNAAEMK_01438	CDS	822				hypothetical protein
DFNAAEMK_01439	CDS	309	asr			Acid shock protein
DFNAAEMK_01440	CDS	1254	ynfM			Inner membrane transport protein YnfM
DFNAAEMK_01441	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
DFNAAEMK_01442	CDS	1203	fes		COG2382	Enterochelin esterase
DFNAAEMK_01443	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
DFNAAEMK_01444	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
DFNAAEMK_01445	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
DFNAAEMK_01446	CDS	504				hypothetical protein
DFNAAEMK_01447	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
DFNAAEMK_01448	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
DFNAAEMK_01449	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
DFNAAEMK_01450	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
DFNAAEMK_01451	CDS	1080	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
DFNAAEMK_01452	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
DFNAAEMK_01453	CDS	564	yfcV			putative fimbrial-like protein YfcV
DFNAAEMK_01454	CDS	1737	papC_1		COG3188	Outer membrane usher protein PapC
DFNAAEMK_01455	CDS	897	papC_2		COG3188	Outer membrane usher protein PapC
DFNAAEMK_01456	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
DFNAAEMK_01457	CDS	513	yfcR			putative fimbrial-like protein YfcR
DFNAAEMK_01458	CDS	489	yfcQ			putative fimbrial-like protein YfcQ
DFNAAEMK_01459	CDS	540	yfcP			putative fimbrial-like protein YfcP
DFNAAEMK_01460	CDS	822	yfcO			putative protein YfcO
DFNAAEMK_01461	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
DFNAAEMK_01462	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
DFNAAEMK_01463	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
DFNAAEMK_01464	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
DFNAAEMK_01465	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
DFNAAEMK_01466	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
DFNAAEMK_01467	CDS	279				hypothetical protein
DFNAAEMK_01468	CDS	900	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
DFNAAEMK_01469	CDS	1182	tsgA		COG0477	Protein TsgA
DFNAAEMK_01470	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
DFNAAEMK_01471	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
DFNAAEMK_01472	CDS	807	nirC		COG2116	Nitrite transporter NirC
DFNAAEMK_01473	CDS	1374	cysG		COG0007	Siroheme synthase
DFNAAEMK_01474	CDS	168				hypothetical protein
DFNAAEMK_01475	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
DFNAAEMK_01476	CDS	270				hypothetical protein
DFNAAEMK_01477	CDS	360				hypothetical protein
DFNAAEMK_01478	CDS	627				hypothetical protein
DFNAAEMK_01479	CDS	2199	zntA	3.6.3.-	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
DFNAAEMK_01480	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
DFNAAEMK_01481	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
DFNAAEMK_01482	CDS	558				hypothetical protein
DFNAAEMK_01483	CDS	258	yhhS			putative MFS-type transporter YhhS
DFNAAEMK_01484	CDS	483	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
DFNAAEMK_01485	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
DFNAAEMK_01486	CDS	1224				hypothetical protein
DFNAAEMK_01487	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
DFNAAEMK_01488	CDS	1371	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
DFNAAEMK_01489	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
DFNAAEMK_01490	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
DFNAAEMK_01491	CDS	1281				hypothetical protein
DFNAAEMK_01492	CDS	1221	gtf1_1	2.4.1.-		Glycosyltransferase Gtf1
DFNAAEMK_01493	CDS	1395				hypothetical protein
DFNAAEMK_01494	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DFNAAEMK_01495	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DFNAAEMK_01496	CDS	858	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
DFNAAEMK_01497	CDS	882	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
DFNAAEMK_01498	CDS	558	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
DFNAAEMK_01499	CDS	1248	rfbX		COG2244	Putative O-antigen transporter
DFNAAEMK_01500	CDS	1104	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
DFNAAEMK_01501	CDS	1167				hypothetical protein
DFNAAEMK_01502	CDS	993	wbbI	2.4.1.-		Beta-1,6-galactofuranosyltransferase WbbI
DFNAAEMK_01503	CDS	591	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DFNAAEMK_01504	CDS	1119				hypothetical protein
DFNAAEMK_01505	CDS	576	yfeY			putative protein YfeY
DFNAAEMK_01506	CDS	450	yfeZ			Inner membrane protein YfeZ
DFNAAEMK_01507	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
DFNAAEMK_01508	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
DFNAAEMK_01509	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
DFNAAEMK_01510	CDS	1053				hypothetical protein
DFNAAEMK_01511	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
DFNAAEMK_01512	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
DFNAAEMK_01513	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
DFNAAEMK_01514	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
DFNAAEMK_01515	CDS	1404				hypothetical protein
DFNAAEMK_01516	CDS	1227				hypothetical protein
DFNAAEMK_01517	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
DFNAAEMK_01518	CDS	837	ftsA_2			Cell division protein FtsA
DFNAAEMK_01519	CDS	498	rob		COG2207	Right origin-binding protein
DFNAAEMK_01520	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
DFNAAEMK_01521	CDS	513	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
DFNAAEMK_01522	CDS	297	trpR		COG2973	Trp operon repressor
DFNAAEMK_01523	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
DFNAAEMK_01524	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
DFNAAEMK_01525	CDS	168				hypothetical protein
DFNAAEMK_01526	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
DFNAAEMK_01527	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
DFNAAEMK_01528	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
DFNAAEMK_01529	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
DFNAAEMK_01530	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
DFNAAEMK_01531	CDS	741	yjjJ	2.-.-.-		Toxin YjjJ
DFNAAEMK_01532	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DFNAAEMK_01533	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DFNAAEMK_01534	CDS	543	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
DFNAAEMK_01535	CDS	474	smg			Protein Smg
DFNAAEMK_01536	CDS	1125				hypothetical protein
DFNAAEMK_01537	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
DFNAAEMK_01538	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DFNAAEMK_01539	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
DFNAAEMK_01540	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
DFNAAEMK_01541	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
DFNAAEMK_01542	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
DFNAAEMK_01543	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
DFNAAEMK_01544	CDS	369				hypothetical protein
DFNAAEMK_01545	CDS	384	rplQ		COG0203	50S ribosomal protein L17
DFNAAEMK_01546	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
DFNAAEMK_01547	CDS	621	rpsD		COG0522	30S ribosomal protein S4
DFNAAEMK_01548	CDS	390	rpsK		COG0100	30S ribosomal protein S11
DFNAAEMK_01549	CDS	357	rpsM		COG0099	30S ribosomal protein S13
DFNAAEMK_01550	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
DFNAAEMK_01551	CDS	1332	secY		COG0201	Protein translocase subunit SecY
DFNAAEMK_01552	CDS	435	rplO		COG0200	50S ribosomal protein L15
DFNAAEMK_01553	CDS	180	rpmD		COG1841	50S ribosomal protein L30
DFNAAEMK_01554	CDS	504	rpsE		COG0098	30S ribosomal protein S5
DFNAAEMK_01555	CDS	354	rplR		COG0256	50S ribosomal protein L18
DFNAAEMK_01556	CDS	534	rplF		COG0097	50S ribosomal protein L6
DFNAAEMK_01557	CDS	393	rpsH		COG0096	30S ribosomal protein S8
DFNAAEMK_01558	CDS	306	rpsN		COG0199	30S ribosomal protein S14
DFNAAEMK_01559	CDS	540	rplE		COG0094	50S ribosomal protein L5
DFNAAEMK_01560	CDS	315	rplX		COG0198	50S ribosomal protein L24
DFNAAEMK_01561	CDS	372	rplN		COG0093	50S ribosomal protein L14
DFNAAEMK_01562	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
DFNAAEMK_01563	CDS	192	rpmC		COG0255	50S ribosomal protein L29
DFNAAEMK_01564	CDS	411	rplP		COG0197	50S ribosomal protein L16
DFNAAEMK_01565	CDS	702	rpsC		COG0092	30S ribosomal protein S3
DFNAAEMK_01566	CDS	333	rplV		COG0091	50S ribosomal protein L22
DFNAAEMK_01567	CDS	279	rpsS		COG0185	30S ribosomal protein S19
DFNAAEMK_01568	CDS	822	rplB		COG0090	50S ribosomal protein L2
DFNAAEMK_01569	CDS	303	rplW		COG0089	50S ribosomal protein L23
DFNAAEMK_01570	CDS	606	rplD		COG0088	50S ribosomal protein L4
DFNAAEMK_01571	CDS	630	rplC		COG0087	50S ribosomal protein L3
DFNAAEMK_01572	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
DFNAAEMK_01573	CDS	420	gspB			Putative general secretion pathway protein B
DFNAAEMK_01574	CDS	1221	gspA			Putative general secretion pathway protein A
DFNAAEMK_01575	CDS	444	yafY		COG2378	Lipoprotein YafY
DFNAAEMK_01576	CDS	468				hypothetical protein
DFNAAEMK_01577	CDS	240				hypothetical protein
DFNAAEMK_01578	CDS	459	klcA_1			Antirestriction protein KlcA
DFNAAEMK_01579	CDS	477				hypothetical protein
DFNAAEMK_01580	CDS	222				hypothetical protein
DFNAAEMK_01581	CDS	318	yafW			Antitoxin YafW
DFNAAEMK_01582	CDS	342	ykfI			Toxin YkfI
DFNAAEMK_01583	CDS	105				hypothetical protein
DFNAAEMK_01584	tRNA	76				tRNA-Thr(cgt)
DFNAAEMK_01585	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
DFNAAEMK_01586	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
DFNAAEMK_01587	CDS	1056	phoE		COG3203	Outer membrane pore protein E
DFNAAEMK_01588	CDS	1044	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
DFNAAEMK_01589	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
DFNAAEMK_01590	CDS	396				hypothetical protein
DFNAAEMK_01591	CDS	591	yrdA_1		COG0663	Protein YrdA
DFNAAEMK_01592	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
DFNAAEMK_01593	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
DFNAAEMK_01594	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
DFNAAEMK_01595	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
DFNAAEMK_01596	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
DFNAAEMK_01597	CDS	771	fixA_2		COG2086	Protein FixA
DFNAAEMK_01598	CDS	942	fixB_2		COG2025	Protein FixB
DFNAAEMK_01599	CDS	1287		5.3.1.29		Putative thiazole biosynthetic enzyme
DFNAAEMK_01600	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
DFNAAEMK_01601	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
DFNAAEMK_01602	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
DFNAAEMK_01603	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
DFNAAEMK_01604	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
DFNAAEMK_01605	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
DFNAAEMK_01606	CDS	378	apaG		COG2967	Protein ApaG
DFNAAEMK_01607	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DFNAAEMK_01608	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
DFNAAEMK_01609	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
DFNAAEMK_01610	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
DFNAAEMK_01611	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
DFNAAEMK_01612	CDS	651				hypothetical protein
DFNAAEMK_01613	CDS	159				hypothetical protein
DFNAAEMK_01614	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
DFNAAEMK_01615	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
DFNAAEMK_01616	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
DFNAAEMK_01617	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
DFNAAEMK_01618	CDS	282				hypothetical protein
DFNAAEMK_01619	CDS	957	yagS	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
DFNAAEMK_01620	CDS	690	yagT		COG2080	Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit
DFNAAEMK_01621	CDS	615	yagU		COG3477	Inner membrane protein YagU
DFNAAEMK_01622	CDS	711	ecpE			putative fimbrial chaperone EcpE
DFNAAEMK_01623	CDS	1644	ecpD			Fimbria adhesin EcpD
DFNAAEMK_01624	CDS	2526	ecpC			putative outer membrane usher protein EcpC
DFNAAEMK_01625	CDS	669	ecpB			putative fimbrial chaperone EcpB
DFNAAEMK_01626	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
DFNAAEMK_01627	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
DFNAAEMK_01628	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
DFNAAEMK_01629	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
DFNAAEMK_01630	CDS	102	ykgR			putative membrane protein YkgR
DFNAAEMK_01631	CDS	888				hypothetical protein
DFNAAEMK_01632	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
DFNAAEMK_01633	CDS	783	yedW		COG0745	putative transcriptional regulatory protein YedW
DFNAAEMK_01634	CDS	1359	yedV	2.7.13.3	COG0642	putative sensor-like histidine kinase YedV
DFNAAEMK_01635	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
DFNAAEMK_01636	CDS	390	ompN_1		COG3203	Outer membrane protein N
DFNAAEMK_01637	CDS	93				hypothetical protein
DFNAAEMK_01638	CDS	486	ompC_1			Outer membrane protein C
DFNAAEMK_01639	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
DFNAAEMK_01640	CDS	693				hypothetical protein
DFNAAEMK_01641	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
DFNAAEMK_01642	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
DFNAAEMK_01643	CDS	765	ycaL	3.4.24.-	COG0501	putative metalloprotease YcaL
DFNAAEMK_01644	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
DFNAAEMK_01645	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
DFNAAEMK_01646	CDS	285	ihfB		COG0776	Integration host factor subunit beta
DFNAAEMK_01647	CDS	2265				hypothetical protein
DFNAAEMK_01648	CDS	1749	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
DFNAAEMK_01649	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
DFNAAEMK_01650	CDS	1233				hypothetical protein
DFNAAEMK_01651	CDS	183				hypothetical protein
DFNAAEMK_01652	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DFNAAEMK_01653	CDS	894				hypothetical protein
DFNAAEMK_01654	CDS	780				hypothetical protein
DFNAAEMK_01655	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
DFNAAEMK_01656	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
DFNAAEMK_01657	CDS	705	mukE		COG3095	Chromosome partition protein MukE
DFNAAEMK_01658	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
DFNAAEMK_01659	CDS	1848				hypothetical protein
DFNAAEMK_01660	CDS	549				hypothetical protein
DFNAAEMK_01661	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
DFNAAEMK_01662	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
DFNAAEMK_01663	CDS	1089	ompF		COG3203	Outer membrane protein F
DFNAAEMK_01664	CDS	630	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DFNAAEMK_01665	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
DFNAAEMK_01666	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
DFNAAEMK_01667	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
DFNAAEMK_01668	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
DFNAAEMK_01669	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
DFNAAEMK_01670	CDS	267	pmrD			Signal transduction protein PmrD
DFNAAEMK_01671	CDS	1113	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
DFNAAEMK_01672	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
DFNAAEMK_01673	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DFNAAEMK_01674	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
DFNAAEMK_01675	tRNA	76				tRNA-Thr(tgt)
DFNAAEMK_01676	tRNA	85				tRNA-Tyr(gta)
DFNAAEMK_01677	tRNA	75				tRNA-Gly(tcc)
DFNAAEMK_01678	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
DFNAAEMK_01679	CDS	1323	xylA	5.3.1.5		Xylose isomerase
DFNAAEMK_01680	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
DFNAAEMK_01681	CDS	1542	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
DFNAAEMK_01682	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
DFNAAEMK_01683	CDS	1179	xylR			Xylose operon regulatory protein
DFNAAEMK_01684	CDS	825				hypothetical protein
DFNAAEMK_01685	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
DFNAAEMK_01686	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
DFNAAEMK_01687	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
DFNAAEMK_01688	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
DFNAAEMK_01689	CDS	633	yrbL			putative protein YrbL
DFNAAEMK_01690	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
DFNAAEMK_01691	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
DFNAAEMK_01692	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
DFNAAEMK_01693	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
DFNAAEMK_01694	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
DFNAAEMK_01695	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DFNAAEMK_01696	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
DFNAAEMK_01697	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
DFNAAEMK_01698	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
DFNAAEMK_01699	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
DFNAAEMK_01700	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
DFNAAEMK_01701	CDS	810	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
DFNAAEMK_01702	CDS	783	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
DFNAAEMK_01703	CDS	552	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
DFNAAEMK_01704	CDS	636	mlaC		COG2854	putative phospholipid-binding protein MlaC
DFNAAEMK_01705	CDS	294	mlaB		COG3113	putative phospholipid ABC transporter-binding protein MlaB
DFNAAEMK_01706	CDS	270	ibaG		COG5007	Acid stress protein IbaG
DFNAAEMK_01707	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DFNAAEMK_01708	CDS	279				hypothetical protein
DFNAAEMK_01709	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
DFNAAEMK_01710	CDS	312	rplU		COG0261	50S ribosomal protein L21
DFNAAEMK_01711	CDS	258	rpmA		COG0211	50S ribosomal protein L27
DFNAAEMK_01712	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
DFNAAEMK_01713	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
DFNAAEMK_01714	CDS	1176	mdtL			Multidrug resistance protein MdtL
DFNAAEMK_01715	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
